crop,state,season,soil_type,rainfall_mm,temperature_c,ph,nitrogen,phosphorus,potassium,land_area_acres,yield_per_acre,total_yield
Maize,Uttar Pradesh,Zaid,Sandy Loam,351.4,29.0,5.4,296.9,55.3,93.3,1.5,19.99,29.23
Mustard,Karnataka,Zaid,Sandy Loam,1438.1,20.1,6.9,50.6,27.0,108.8,2.8,8.57,24.22
Wheat,Gujarat,Rabi,Black Soil,1812.0,21.3,8.4,285.5,46.7,179.3,5.1,16.47,83.67
Cotton,Uttar Pradesh,Zaid,Alluvial,986.1,32.0,7.1,79.9,64.0,122.5,13.9,8.6,119.67
Mustard,Uttar Pradesh,Kharif,Black Soil,1659.4,29.4,7.2,296.2,23.7,230.2,15.3,11.31,173.54
Groundnut,Maharashtra,Zaid,Red Soil,1459.0,31.9,5.1,76.0,35.7,239.5,1.7,10.22,17.84
Rice,Uttar Pradesh,Zaid,Loamy,568.2,33.2,8.3,259.6,30.6,214.0,4.7,23.55,110.31
Chickpea,Punjab,Kharif,Loamy,1654.5,33.9,5.9,286.4,76.1,216.6,5.0,11.53,58.04
Chickpea,Gujarat,Kharif,Red Soil,1767.5,31.5,7.1,68.1,46.8,124.8,12.8,8.21,105.22
Cotton,Karnataka,Kharif,Sandy Loam,829.7,36.5,7.7,187.7,42.9,196.1,9.0,7.84,70.17
Wheat,Punjab,Rabi,Alluvial,1842.0,18.1,5.8,185.9,69.2,247.6,8.9,23.95,212.2
Mustard,Maharashtra,Rabi,Black Soil,1878.4,17.3,5.2,83.2,74.1,82.8,5.0,7.92,39.4
Cotton,Maharashtra,Zaid,Alluvial,467.2,27.4,5.1,148.6,41.4,173.2,6.9,8.44,58.65
Mustard,Karnataka,Zaid,Red Soil,1826.7,29.3,6.1,148.1,74.9,216.8,11.4,9.71,110.94
Potato,Gujarat,Kharif,Loamy,1078.9,26.0,5.5,263.9,37.4,175.5,10.5,123.1,1293.33
Sugarcane,Maharashtra,Rabi,Alluvial,901.1,18.2,6.4,162.6,74.0,195.2,11.0,531.86,5865.95
Maize,Punjab,Zaid,Loamy,1972.6,34.5,8.4,113.2,97.0,177.4,1.5,24.21,36.96
Potato,Madhya Pradesh,Rabi,Clay,1064.2,35.6,6.8,171.8,69.2,117.8,18.0,131.29,2369.34
Tomato,Gujarat,Kharif,Red Soil,1538.8,26.4,7.2,189.5,79.7,215.3,1.2,151.35,179.29
Rice,Gujarat,Rabi,Alluvial,1764.1,27.7,5.3,168.4,92.7,178.1,17.3,22.79,393.59
Onion,Uttar Pradesh,Zaid,Red Soil,1502.4,37.3,5.5,56.9,89.9,148.7,2.3,79.49,180.58
Tomato,Karnataka,Rabi,Black Soil,737.8,20.4,8.3,143.8,96.5,83.0,12.0,132.94,1600.19
Maize,Madhya Pradesh,Kharif,Red Soil,872.0,19.3,5.7,172.4,83.2,186.8,17.5,31.84,557.31
Chickpea,Maharashtra,Rabi,Red Soil,1769.1,24.8,7.1,287.7,74.2,98.8,12.5,9.68,120.95
Wheat,Uttar Pradesh,Zaid,Red Soil,1092.4,25.6,6.9,100.0,60.1,157.0,15.3,23.76,363.39
Mustard,Karnataka,Kharif,Clay,880.6,35.6,7.9,234.6,24.5,218.2,17.8,9.04,161.1
Sugarcane,Gujarat,Rabi,Clay,1441.6,30.6,5.9,76.7,33.7,102.2,1.0,411.05,429.6
Onion,Maharashtra,Rabi,Loamy,345.2,20.0,6.3,132.3,51.0,68.2,12.3,82.48,1013.14
Maize,Uttar Pradesh,Zaid,Alluvial,913.1,28.3,8.0,103.1,36.6,237.9,9.3,24.67,229.45
Potato,Gujarat,Rabi,Alluvial,521.0,16.5,5.3,105.8,98.3,164.3,16.9,116.71,1967.44
Wheat,Uttar Pradesh,Zaid,Alluvial,1158.3,29.6,7.4,87.3,70.7,203.2,17.6,26.52,466.29
Wheat,Maharashtra,Rabi,Black Soil,1038.8,28.3,6.2,224.9,90.9,201.7,6.9,20.52,141.69
Soybean,Uttar Pradesh,Rabi,Clay,931.7,25.9,6.3,276.7,29.2,212.6,15.8,16.23,255.6
Soybean,Madhya Pradesh,Rabi,Alluvial,835.1,21.9,5.9,127.8,20.5,218.4,12.8,14.6,187.33
Onion,Madhya Pradesh,Zaid,Sandy Loam,1956.5,36.9,6.3,212.9,45.9,216.5,5.8,93.37,542.61
Wheat,Uttar Pradesh,Zaid,Alluvial,977.9,17.3,8.0,294.4,55.2,97.7,6.2,21.81,134.63
Potato,Punjab,Rabi,Sandy Loam,1136.3,33.9,8.4,271.4,37.6,95.0,18.8,90.87,1706.79
Rice,Uttar Pradesh,Zaid,Red Soil,461.5,16.5,6.7,202.6,43.4,218.7,2.2,21.32,46.86
Rice,Uttar Pradesh,Kharif,Clay,860.8,24.9,8.2,213.7,29.5,75.2,14.8,20.23,299.14
Sugarcane,Karnataka,Rabi,Alluvial,990.1,32.3,5.4,213.4,82.3,178.2,17.4,373.44,6500.5
Mustard,Punjab,Zaid,Clay,1085.4,32.7,5.9,201.7,81.8,150.9,14.2,10.14,143.54
Soybean,Maharashtra,Rabi,Red Soil,1027.8,31.6,6.0,199.6,96.0,75.1,11.9,14.13,168.49
Rice,Maharashtra,Kharif,Loamy,712.9,31.6,5.1,270.3,98.6,73.2,2.0,24.66,48.63
Chickpea,Gujarat,Zaid,Black Soil,880.5,37.5,6.0,69.9,25.4,234.8,16.8,9.28,155.96
Rice,Gujarat,Kharif,Loamy,1822.0,31.4,8.2,296.0,66.2,169.8,8.4,19.68,165.79
Onion,Uttar Pradesh,Zaid,Red Soil,1684.7,28.3,5.1,165.3,90.7,52.7,13.8,83.03,1144.53
Chickpea,Uttar Pradesh,Kharif,Black Soil,1558.3,35.9,5.2,269.5,80.3,200.8,12.6,7.2,91.05
Tomato,Maharashtra,Rabi,Clay,1337.5,23.8,5.6,149.5,74.1,200.1,7.1,153.19,1083.07
Potato,Maharashtra,Zaid,Red Soil,1054.1,19.5,7.6,279.3,64.3,53.2,4.3,124.9,537.34
Onion,Gujarat,Rabi,Clay,1662.9,22.9,6.7,57.2,41.8,121.2,3.9,83.9,326.01
Cotton,Madhya Pradesh,Rabi,Black Soil,1392.4,27.5,5.2,278.7,35.4,116.1,18.2,6.96,126.96
Chickpea,Punjab,Zaid,Loamy,1278.8,16.9,5.4,92.9,37.8,50.7,18.1,8.41,152.16
Cotton,Maharashtra,Kharif,Red Soil,876.6,33.7,6.4,93.0,71.0,174.3,7.7,10.43,80.6
Tomato,Maharashtra,Kharif,Black Soil,1875.2,31.9,5.4,111.2,20.7,205.3,9.1,98.07,892.78
Maize,Punjab,Zaid,Loamy,607.4,37.2,5.6,141.5,85.4,209.2,19.6,29.16,572.33
Chickpea,Maharashtra,Rabi,Red Soil,454.3,15.6,7.6,59.1,74.4,95.5,2.3,9.21,21.56
Onion,Maharashtra,Rabi,Red Soil,1081.0,20.8,7.3,291.6,27.0,71.7,18.5,92.66,1713.12
Potato,Madhya Pradesh,Zaid,Black Soil,985.5,24.6,7.7,93.4,76.8,243.2,7.1,130.22,925.7
Sugarcane,Gujarat,Rabi,Loamy,1512.1,28.4,8.1,150.0,93.7,205.2,8.9,411.46,3670.91
Groundnut,Karnataka,Rabi,Red Soil,1645.4,15.2,6.3,284.1,34.4,58.3,2.4,12.23,29.07
Maize,Madhya Pradesh,Rabi,Sandy Loam,848.7,28.6,6.3,254.9,73.5,227.2,8.0,35.49,282.22
Groundnut,Maharashtra,Rabi,Black Soil,1568.9,20.0,7.1,100.5,49.1,165.9,13.4,10.43,139.44
Mustard,Maharashtra,Kharif,Sandy Loam,1703.6,15.8,5.7,114.7,21.5,236.8,19.9,8.89,177.22
Tomato,Karnataka,Rabi,Alluvial,929.2,36.3,5.6,61.3,49.6,120.0,2.4,141.64,345.43
Tomato,Uttar Pradesh,Rabi,Sandy Loam,1766.8,30.2,8.2,55.5,39.4,162.5,9.5,86.63,824.89
Onion,Karnataka,Kharif,Sandy Loam,867.4,35.9,6.4,176.8,64.6,210.5,16.2,83.32,1351.21
Cotton,Karnataka,Rabi,Clay,513.1,29.2,5.0,52.2,99.3,154.8,16.8,7.67,129.03
Onion,Karnataka,Zaid,Sandy Loam,592.5,30.0,6.6,163.8,23.8,92.7,11.7,78.49,921.03
Soybean,Punjab,Kharif,Loamy,1593.1,17.9,7.1,262.4,60.7,216.6,10.3,18.64,191.82
Tomato,Madhya Pradesh,Rabi,Red Soil,1862.2,28.8,7.2,78.2,52.7,227.4,9.7,125.87,1222.2
Potato,Madhya Pradesh,Kharif,Black Soil,1534.1,25.0,7.4,112.3,32.7,200.7,4.4,97.54,430.24
Rice,Punjab,Rabi,Alluvial,642.7,33.2,6.5,145.0,99.9,97.7,17.5,28.99,506.17
Onion,Madhya Pradesh,Zaid,Alluvial,1152.0,20.8,7.5,74.0,91.0,180.5,15.8,95.99,1514.21
Maize,Maharashtra,Zaid,Red Soil,581.5,31.1,6.4,74.4,95.5,169.8,16.2,31.89,515.94
Soybean,Punjab,Zaid,Sandy Loam,1112.2,25.3,8.4,259.3,41.1,68.5,13.6,12.1,164.94
Chickpea,Punjab,Rabi,Black Soil,1022.1,37.1,5.9,192.3,95.3,149.8,2.9,9.33,26.8
Soybean,Gujarat,Zaid,Sandy Loam,1246.4,28.1,5.8,231.4,90.9,104.3,6.1,12.73,77.54
Onion,Maharashtra,Rabi,Loamy,1771.8,21.9,5.4,171.3,21.9,110.9,15.5,87.86,1364.75
Rice,Uttar Pradesh,Rabi,Black Soil,308.2,26.4,5.9,230.0,77.4,70.1,1.9,20.72,39.27
Rice,Madhya Pradesh,Kharif,Loamy,1896.8,36.0,7.5,119.2,47.4,214.9,16.9,27.83,470.15
Onion,Maharashtra,Rabi,Red Soil,492.0,23.0,7.2,146.6,43.1,220.8,16.1,96.78,1553.57
Potato,Karnataka,Rabi,Alluvial,1875.6,35.6,7.4,60.1,55.5,69.9,11.5,125.15,1440.44
Mustard,Maharashtra,Kharif,Red Soil,1231.1,20.1,5.9,208.2,75.6,124.7,2.0,8.38,16.5
Cotton,Gujarat,Zaid,Alluvial,1539.1,21.9,6.7,235.7,65.7,196.1,6.8,9.89,67.27
Maize,Maharashtra,Kharif,Black Soil,872.0,27.8,6.7,161.1,35.6,189.8,17.4,25.81,449.74
Sugarcane,Maharashtra,Rabi,Loamy,391.2,22.9,8.0,232.2,87.3,118.0,13.6,342.45,4659.35
Mustard,Punjab,Zaid,Alluvial,1136.1,29.1,7.5,188.4,87.6,191.8,12.7,12.85,163.15
Maize,Karnataka,Kharif,Sandy Loam,1696.2,31.3,8.0,52.5,86.1,248.8,19.9,22.03,437.84
Sugarcane,Karnataka,Zaid,Red Soil,1677.9,18.1,5.7,146.8,86.5,231.4,5.0,414.46,2080.47
Soybean,Maharashtra,Kharif,Loamy,340.0,30.0,7.9,131.5,85.4,150.7,19.7,10.57,207.89
Onion,Punjab,Rabi,Red Soil,1898.6,35.1,5.7,294.9,89.1,169.3,11.2,96.9,1087.84
Chickpea,Madhya Pradesh,Rabi,Alluvial,819.5,37.2,8.1,129.1,28.6,140.0,4.9,8.44,41.36
Mustard,Gujarat,Zaid,Sandy Loam,1987.0,33.5,8.3,266.9,93.0,235.8,8.2,8.81,72.6
Onion,Uttar Pradesh,Zaid,Red Soil,1754.8,17.3,7.2,148.6,35.4,116.0,2.4,81.59,197.92
Chickpea,Gujarat,Rabi,Alluvial,1827.4,28.3,6.0,296.3,74.7,128.2,9.8,9.8,96.07
Mustard,Gujarat,Zaid,Red Soil,1154.4,31.0,5.9,58.3,70.5,148.5,11.3,9.09,102.51
Sugarcane,Gujarat,Rabi,Red Soil,1997.6,27.3,5.2,202.7,58.0,197.5,14.7,387.09,5699.2
Cotton,Karnataka,Kharif,Loamy,811.7,18.9,5.4,286.9,25.6,177.1,13.5,9.46,127.98
Maize,Maharashtra,Kharif,Alluvial,308.7,16.5,8.5,179.9,25.5,150.9,19.4,19.66,381.67
Maize,Maharashtra,Rabi,Loamy,756.6,27.7,7.1,132.3,61.1,248.5,18.3,30.15,552.13
Cotton,Maharashtra,Rabi,Black Soil,419.2,26.3,5.3,262.4,56.4,80.4,13.2,8.02,105.66
Cotton,Uttar Pradesh,Kharif,Black Soil,1741.5,21.7,6.6,55.5,52.6,229.3,12.7,7.93,100.67
Maize,Gujarat,Rabi,Alluvial,1145.6,34.7,6.3,156.2,67.2,205.6,10.7,30.62,326.96
Maize,Uttar Pradesh,Zaid,Alluvial,1978.9,24.5,6.9,251.7,90.6,222.2,3.3,36.69,122.61
Sugarcane,Karnataka,Zaid,Clay,1083.7,35.1,5.6,243.9,70.8,91.6,8.4,417.97,3498.9
Potato,Uttar Pradesh,Kharif,Loamy,1777.5,35.4,7.7,135.8,57.1,225.0,9.3,130.75,1212.3
Tomato,Madhya Pradesh,Kharif,Alluvial,1078.9,30.7,7.2,153.5,63.8,238.0,19.4,186.73,3621.68
Sugarcane,Punjab,Kharif,Red Soil,1493.4,30.3,5.3,277.5,52.0,223.6,15.6,405.34,6320.94
Maize,Maharashtra,Zaid,Clay,659.6,20.6,5.1,143.4,53.0,65.8,17.2,22.12,380.8
Mustard,Madhya Pradesh,Rabi,Black Soil,1830.8,15.3,6.3,125.8,68.2,148.9,3.8,9.82,37.36
Cotton,Karnataka,Rabi,Sandy Loam,1015.7,22.1,6.2,280.9,60.6,246.7,18.9,10.25,194.06
Onion,Maharashtra,Kharif,Loamy,601.5,37.4,8.1,118.3,56.5,226.8,15.8,87.23,1377.38
Tomato,Uttar Pradesh,Zaid,Clay,693.8,16.1,8.5,275.2,35.1,73.1,5.7,107.37,612.7
Sugarcane,Punjab,Kharif,Sandy Loam,1564.9,24.7,5.1,231.2,94.5,72.1,12.7,304.53,3877.88
Wheat,Uttar Pradesh,Zaid,Clay,907.3,30.7,6.9,284.0,89.6,244.6,3.3,21.18,70.35
Wheat,Uttar Pradesh,Rabi,Loamy,387.0,18.7,6.1,86.2,81.5,170.3,12.5,18.04,224.73
Soybean,Uttar Pradesh,Kharif,Black Soil,1980.9,26.7,8.3,152.8,54.2,129.5,16.3,11.95,195.42
Sugarcane,Punjab,Zaid,Black Soil,1282.3,20.8,8.3,93.7,23.8,237.1,3.3,342.24,1145.48
Wheat,Madhya Pradesh,Kharif,Red Soil,436.6,18.7,7.4,197.4,25.0,245.3,16.9,22.71,383.97
Soybean,Uttar Pradesh,Kharif,Red Soil,596.5,26.7,5.1,244.6,55.5,181.0,11.7,13.65,159.04
Sugarcane,Uttar Pradesh,Zaid,Alluvial,536.9,34.3,7.7,136.3,29.4,84.9,17.6,374.27,6593.47
Groundnut,Gujarat,Rabi,Sandy Loam,1207.2,36.1,8.5,140.8,23.5,138.1,14.0,9.75,136.64
Rice,Gujarat,Rabi,Red Soil,1350.1,26.7,7.9,261.7,64.9,73.5,5.4,23.62,126.97
Sugarcane,Uttar Pradesh,Rabi,Clay,1672.0,36.4,8.4,126.5,50.0,147.6,10.2,339.09,3458.83
Maize,Maharashtra,Kharif,Black Soil,1427.0,37.2,5.9,240.8,44.2,242.2,9.1,30.15,274.65
Rice,Punjab,Zaid,Sandy Loam,1650.2,24.6,7.9,263.1,46.4,97.1,19.8,18.14,359.69
Groundnut,Madhya Pradesh,Zaid,Sandy Loam,1389.4,17.5,6.1,129.4,33.8,80.4,14.9,9.51,141.9
Groundnut,Gujarat,Rabi,Alluvial,1043.5,27.7,7.1,199.1,45.7,224.2,1.4,11.99,16.97
Cotton,Punjab,Kharif,Loamy,1360.3,26.2,5.2,112.9,50.4,117.0,10.2,7.48,76.05
Maize,Maharashtra,Zaid,Alluvial,1773.7,22.0,8.1,124.1,80.2,83.4,5.6,28.53,160.45
Chickpea,Uttar Pradesh,Kharif,Black Soil,1693.7,31.7,5.3,245.9,56.5,106.0,1.7,6.72,11.43
Onion,Gujarat,Rabi,Sandy Loam,1613.3,32.8,7.5,70.3,65.0,129.2,1.4,77.25,105.42
Potato,Maharashtra,Kharif,Alluvial,419.6,29.7,8.1,88.2,41.3,217.2,8.7,103.94,907.11
Potato,Maharashtra,Kharif,Black Soil,530.7,37.7,5.8,88.7,43.4,231.0,13.6,92.63,1256.17
Rice,Gujarat,Zaid,Sandy Loam,1857.3,22.4,5.6,71.8,87.4,224.6,4.3,19.23,81.99
Chickpea,Karnataka,Rabi,Clay,1417.2,36.8,7.4,257.1,83.6,75.0,19.9,11.08,221.03
Sugarcane,Uttar Pradesh,Zaid,Red Soil,953.7,31.3,5.0,276.0,62.3,136.1,5.2,393.19,2045.34
Mustard,Uttar Pradesh,Kharif,Black Soil,1893.8,30.9,7.5,178.1,64.0,184.3,6.8,10.11,68.65
Sugarcane,Uttar Pradesh,Zaid,Sandy Loam,939.5,23.5,8.4,96.3,40.3,219.6,2.1,286.73,590.45
Wheat,Maharashtra,Kharif,Clay,1162.6,37.6,7.6,56.1,89.3,220.0,19.4,19.92,386.86
Wheat,Gujarat,Rabi,Clay,1319.8,21.4,5.0,143.5,83.9,50.1,19.4,15.47,300.94
Soybean,Karnataka,Zaid,Red Soil,1662.0,34.2,5.1,234.1,68.7,63.4,7.8,12.21,95.23
Tomato,Maharashtra,Kharif,Sandy Loam,1472.1,37.3,5.8,190.8,41.2,118.8,8.6,112.33,971.53
Groundnut,Uttar Pradesh,Kharif,Alluvial,1031.0,16.2,8.1,185.6,81.7,209.1,7.5,11.4,85.52
Potato,Madhya Pradesh,Rabi,Loamy,850.3,35.6,8.0,139.5,45.5,200.3,16.4,124.27,2043.24
Groundnut,Gujarat,Rabi,Loamy,665.5,19.2,7.4,95.8,64.2,133.2,9.4,11.05,103.32
Onion,Punjab,Zaid,Sandy Loam,734.1,31.5,6.1,245.9,48.1,184.3,2.3,93.13,213.11
Rice,Uttar Pradesh,Rabi,Clay,664.8,16.5,8.1,97.4,60.7,240.3,14.6,22.13,323.99
Groundnut,Uttar Pradesh,Zaid,Red Soil,722.5,26.0,7.0,255.4,34.2,175.4,3.3,10.8,35.68
Rice,Gujarat,Kharif,Clay,962.3,28.5,5.6,293.2,56.4,214.4,13.2,28.05,371.49
Sugarcane,Maharashtra,Rabi,Sandy Loam,482.0,19.9,8.2,69.1,66.8,203.9,6.8,285.21,1935.39
Chickpea,Uttar Pradesh,Kharif,Loamy,1162.7,26.9,6.6,168.3,54.3,98.2,18.7,10.26,192.07
Potato,Maharashtra,Zaid,Clay,1156.2,16.6,7.0,60.8,82.7,174.1,15.2,105.77,1605.3
Mustard,Maharashtra,Zaid,Sandy Loam,607.9,26.2,7.4,96.6,55.2,221.7,17.0,10.1,171.36
Maize,Punjab,Kharif,Red Soil,1412.3,18.1,5.3,107.3,53.5,135.6,2.4,25.54,61.99
Maize,Maharashtra,Zaid,Alluvial,1338.9,34.2,7.2,260.4,24.0,127.9,2.0,37.15,74.12
Mustard,Maharashtra,Zaid,Alluvial,452.9,37.4,8.3,77.2,55.0,209.5,4.1,7.96,32.47
Soybean,Maharashtra,Rabi,Clay,738.2,28.1,5.6,75.1,37.3,187.1,17.8,14.16,252.83
Chickpea,Punjab,Rabi,Black Soil,700.4,19.3,5.6,168.7,49.9,132.1,11.8,8.2,96.36
Maize,Madhya Pradesh,Zaid,Loamy,1583.4,18.5,7.2,175.3,24.7,143.6,12.7,26.09,331.72
Sugarcane,Madhya Pradesh,Zaid,Clay,801.0,15.8,6.6,279.3,51.1,199.0,16.6,523.21,8659.14
Tomato,Punjab,Rabi,Clay,812.8,16.9,5.5,285.3,49.3,73.4,5.4,134.25,725.3
Potato,Uttar Pradesh,Rabi,Black Soil,963.6,31.4,6.1,107.0,88.3,202.7,7.4,124.31,924.04
Groundnut,Gujarat,Rabi,Clay,1625.0,23.0,8.4,275.0,99.6,213.2,17.0,9.0,153.15
Wheat,Uttar Pradesh,Kharif,Clay,609.2,20.8,5.9,184.9,79.8,135.9,11.0,21.07,232.49
Mustard,Uttar Pradesh,Kharif,Loamy,605.0,33.9,6.9,159.0,86.2,188.9,16.8,13.05,218.66
Groundnut,Gujarat,Zaid,Sandy Loam,452.8,26.3,7.4,67.8,32.7,234.1,8.4,9.52,80.05
Wheat,Gujarat,Zaid,Sandy Loam,1801.0,22.1,7.5,65.3,57.7,157.6,15.8,20.34,322.32
Wheat,Uttar Pradesh,Zaid,Clay,1482.2,17.4,6.6,203.0,77.9,68.7,3.4,24.04,82.54
Wheat,Punjab,Zaid,Black Soil,1619.9,24.0,8.4,111.1,68.8,142.3,18.6,17.33,322.36
Onion,Gujarat,Rabi,Red Soil,1612.8,23.1,5.6,262.3,39.6,148.2,18.3,104.77,1920.19
Cotton,Maharashtra,Kharif,Alluvial,1325.4,30.3,8.3,133.1,21.8,137.8,3.4,7.47,25.69
Cotton,Punjab,Rabi,Loamy,651.2,34.4,8.1,143.2,56.3,96.0,19.2,7.09,136.33
Potato,Gujarat,Zaid,Red Soil,1129.8,23.3,5.4,246.9,48.8,226.5,10.8,118.86,1281.15
Mustard,Madhya Pradesh,Rabi,Red Soil,1248.1,33.0,5.1,262.9,45.8,72.9,5.2,7.34,38.5
Cotton,Maharashtra,Zaid,Loamy,336.0,23.2,5.5,109.5,71.4,149.0,2.5,7.97,19.94
Groundnut,Gujarat,Zaid,Red Soil,485.1,19.3,8.4,294.8,29.8,211.1,3.2,9.18,29.64
Maize,Uttar Pradesh,Rabi,Sandy Loam,609.3,25.0,8.4,283.1,44.6,238.6,16.3,28.73,468.74
Mustard,Punjab,Zaid,Sandy Loam,746.9,21.0,6.0,143.4,20.8,85.2,17.6,7.21,126.8
Mustard,Gujarat,Rabi,Alluvial,1542.4,16.6,5.0,98.2,27.8,84.3,6.1,6.5,39.76
Potato,Karnataka,Zaid,Sandy Loam,490.4,16.1,7.8,171.2,80.7,136.3,2.3,124.02,288.7
Cotton,Gujarat,Rabi,Clay,1048.5,31.2,7.4,172.2,52.2,200.0,12.6,11.46,144.67
Groundnut,Karnataka,Kharif,Clay,1276.5,25.6,7.6,68.8,45.5,202.4,17.6,11.18,197.08
Sugarcane,Gujarat,Rabi,Clay,1368.5,30.3,7.9,110.0,93.7,239.7,6.3,398.09,2504.14
Onion,Karnataka,Rabi,Clay,916.9,29.9,8.0,184.3,60.6,91.8,16.3,84.66,1376.18
Maize,Madhya Pradesh,Zaid,Black Soil,1474.8,21.6,6.7,151.6,21.6,87.7,7.7,26.2,202.47
Onion,Madhya Pradesh,Kharif,Clay,1985.0,28.9,7.8,111.7,43.8,146.1,14.4,83.04,1195.03
Tomato,Uttar Pradesh,Zaid,Alluvial,734.0,18.0,8.3,54.6,66.4,147.2,6.0,108.26,650.53
Tomato,Maharashtra,Zaid,Red Soil,1925.5,35.2,8.1,186.1,89.5,241.6,2.0,138.37,274.75
Mustard,Uttar Pradesh,Kharif,Alluvial,915.1,25.0,5.2,139.7,23.2,87.1,6.6,7.58,50.24
Cotton,Maharashtra,Zaid,Black Soil,1909.7,37.2,5.5,181.4,82.6,225.1,15.4,7.06,108.86
Cotton,Madhya Pradesh,Zaid,Alluvial,799.1,27.4,6.1,155.1,89.6,214.6,9.9,10.44,102.91
Soybean,Maharashtra,Kharif,Red Soil,1840.3,19.7,7.2,199.2,37.1,122.7,13.7,13.71,187.55
Wheat,Karnataka,Kharif,Alluvial,1024.1,29.9,7.5,219.5,28.0,157.9,1.5,19.62,29.15
Onion,Punjab,Rabi,Sandy Loam,1213.3,17.6,7.1,289.6,49.3,90.6,5.0,85.29,425.11
Wheat,Maharashtra,Zaid,Alluvial,1498.6,22.4,7.4,131.3,65.4,121.6,5.1,27.04,137.99
Maize,Uttar Pradesh,Zaid,Red Soil,403.3,37.8,6.5,150.2,66.0,182.8,17.3,33.73,583.22
Tomato,Punjab,Zaid,Sandy Loam,1244.2,32.5,5.1,190.3,86.7,134.4,15.3,131.46,2012.15
Maize,Maharashtra,Zaid,Clay,696.5,15.7,7.2,278.6,41.6,71.4,18.6,26.28,488.58
Potato,Maharashtra,Rabi,Clay,600.8,35.2,6.0,282.5,24.2,227.5,2.6,128.24,336.66
Tomato,Uttar Pradesh,Kharif,Clay,1084.7,30.0,7.5,287.6,77.0,101.4,5.2,156.36,809.65
Mustard,Gujarat,Kharif,Sandy Loam,1187.3,35.1,8.0,217.2,88.5,151.0,12.2,10.05,122.29
Rice,Madhya Pradesh,Zaid,Loamy,339.2,23.9,6.6,195.9,80.2,169.2,8.9,23.61,209.43
Mustard,Karnataka,Rabi,Alluvial,944.9,23.5,5.4,159.0,90.9,73.3,9.5,7.65,72.88
Cotton,Maharashtra,Zaid,Alluvial,380.5,29.0,8.1,79.5,82.5,52.1,2.8,6.04,17.08
Cotton,Uttar Pradesh,Rabi,Sandy Loam,883.6,36.8,5.5,172.1,50.9,248.2,11.3,10.37,117.49
Potato,Gujarat,Zaid,Alluvial,800.7,17.3,7.3,297.3,46.4,183.9,15.2,155.62,2371.73
Onion,Uttar Pradesh,Zaid,Alluvial,1118.2,17.2,7.0,77.3,47.6,55.5,14.4,83.04,1193.53
Chickpea,Karnataka,Zaid,Red Soil,839.1,36.5,5.8,274.0,81.3,159.4,16.8,11.3,189.57
Tomato,Karnataka,Kharif,Sandy Loam,1878.6,28.5,7.2,282.0,23.8,220.7,9.9,155.05,1532.3
Wheat,Gujarat,Kharif,Black Soil,1218.7,26.4,6.8,65.0,95.9,236.0,7.0,20.6,145.09
Potato,Madhya Pradesh,Rabi,Loamy,1374.0,19.7,6.6,291.6,42.3,239.5,11.6,145.98,1698.41
Cotton,Madhya Pradesh,Kharif,Sandy Loam,811.8,30.8,5.1,154.9,65.5,198.2,3.3,8.75,28.73
Wheat,Maharashtra,Zaid,Loamy,922.3,27.6,7.5,109.3,90.3,134.5,17.2,22.55,388.29
Rice,Maharashtra,Kharif,Clay,589.3,18.0,5.9,174.0,25.2,224.9,12.9,24.75,319.02
Chickpea,Madhya Pradesh,Rabi,Clay,515.0,37.0,7.8,224.6,92.2,172.7,17.0,8.37,142.64
Maize,Gujarat,Zaid,Red Soil,750.6,24.5,7.7,127.0,71.7,95.9,6.5,30.23,196.68
Maize,Gujarat,Rabi,Sandy Loam,1750.6,32.9,8.1,117.0,52.8,139.6,4.0,19.21,77.58
Wheat,Maharashtra,Rabi,Alluvial,419.8,34.4,8.1,68.1,81.1,101.0,1.2,18.14,21.6
Chickpea,Madhya Pradesh,Zaid,Sandy Loam,628.0,17.5,8.0,178.7,73.8,53.5,8.9,7.78,69.13
Chickpea,Maharashtra,Kharif,Black Soil,362.5,20.6,6.8,215.4,34.0,72.1,3.0,6.07,18.21
Wheat,Karnataka,Zaid,Sandy Loam,940.6,19.5,7.1,231.5,77.3,145.3,19.4,21.5,417.58
Mustard,Uttar Pradesh,Zaid,Sandy Loam,1323.5,19.0,5.5,196.0,64.3,247.0,9.1,10.94,99.8
Soybean,Uttar Pradesh,Zaid,Red Soil,688.9,19.6,6.5,207.3,58.8,241.7,2.4,17.91,42.53
Chickpea,Maharashtra,Zaid,Red Soil,910.9,28.0,8.3,246.3,97.2,71.5,18.5,7.48,138.14
Tomato,Gujarat,Zaid,Red Soil,1756.1,20.1,6.2,87.3,65.1,173.5,4.0,133.51,528.35
Tomato,Maharashtra,Zaid,Red Soil,329.5,25.2,5.7,123.1,57.9,70.8,11.7,106.81,1254.23
Groundnut,Madhya Pradesh,Zaid,Black Soil,418.6,37.1,7.2,107.3,63.0,99.4,16.9,10.91,184.56
Wheat,Karnataka,Zaid,Clay,552.5,16.6,8.3,275.6,34.2,161.5,13.1,17.75,231.82
Chickpea,Madhya Pradesh,Zaid,Clay,1343.4,19.2,8.2,216.4,32.3,188.3,2.3,7.69,17.98
Sugarcane,Gujarat,Kharif,Black Soil,726.5,20.6,6.0,191.1,63.3,207.7,3.1,463.88,1422.51
