soil_type,season,rainfall_mm,temperature_c,ph,nitrogen,phosphorus,potassium,recommended_crop
Clay,Rabi,1332.3,11.7,4.61,221.7,14.4,46.8,Rice
Loamy,Rabi,2162.3,26.9,4.57,100.5,27.4,226.0,Potato
Red Soil,Zaid,429.4,38.8,5.4,151.6,95.3,47.4,Groundnut
Black Soil,Rabi,652.2,33.7,7.52,162.4,30.4,58.9,Chickpea
Black Soil,Rabi,2020.9,14.0,7.4,184.3,47.7,255.3,Chickpea
Clay,Rabi,2326.3,17.9,8.92,132.6,23.6,55.0,Rice
Clay,Kharif,1588.7,11.2,6.16,291.8,97.8,231.9,Rice
Loamy,Zaid,2459.1,20.1,5.96,268.9,18.6,210.5,Tomato
Clay,Kharif,1771.4,11.1,5.06,275.3,63.7,123.3,Rice
Loamy,Zaid,1330.1,18.4,8.81,119.3,94.5,91.1,Onion
Clay,Rabi,1172.1,23.3,8.94,235.4,102.7,195.8,Rice
Black Soil,Kharif,860.9,22.4,8.68,36.4,76.9,291.8,Cotton
Loamy,Zaid,818.4,27.1,7.95,223.8,62.3,122.5,Onion
Red Soil,Rabi,642.4,12.0,7.77,193.0,75.2,150.3,Groundnut
Clay Loam,Zaid,584.3,37.1,8.52,105.4,79.4,208.4,Tomato
Loamy,Kharif,613.3,21.3,8.01,338.1,56.3,30.2,Groundnut
Clay Loam,Zaid,1960.0,10.6,6.49,150.3,34.0,194.7,Tomato
Clay Loam,Zaid,1859.4,16.4,6.47,273.2,58.0,173.2,Tomato
Sandy Loam,Kharif,1553.2,11.3,5.29,108.6,26.2,36.0,Maize
Black Soil,Zaid,294.9,13.6,5.87,147.1,55.6,150.7,Cotton
Black Soil,Rabi,326.1,25.4,5.21,183.1,32.9,270.8,Chickpea
Clay Loam,Kharif,1019.4,12.0,5.97,340.3,117.2,143.8,Soybean
Alluvial,Kharif,558.2,18.8,6.1,169.0,119.0,77.2,Cotton
Alluvial,Zaid,660.7,26.1,8.92,229.5,68.5,97.8,Mustard
Alluvial,Rabi,1861.3,19.7,4.89,195.3,13.1,286.6,Mustard
Red Soil,Zaid,996.1,31.4,5.62,212.8,97.4,219.6,Cotton
Loamy,Zaid,1101.8,32.4,4.5,91.4,80.4,167.5,Onion
Black Soil,Rabi,798.6,18.1,8.34,99.2,33.6,182.0,Chickpea
Sandy Loam,Kharif,1708.8,18.5,8.11,194.7,61.8,142.5,Groundnut
Alluvial,Kharif,1106.2,22.2,6.84,340.3,112.9,240.1,Cotton
Clay Loam,Kharif,1658.6,25.0,4.88,177.2,79.7,181.0,Soybean
Clay Loam,Kharif,1327.1,17.2,7.6,85.4,71.9,107.1,Soybean
Clay Loam,Rabi,1185.4,21.6,8.54,47.2,20.0,237.4,Chickpea
Sandy Loam,Rabi,1823.4,16.3,5.01,213.6,59.5,129.6,Potato
Sandy Loam,Kharif,2202.9,11.9,7.15,136.9,12.4,108.2,Maize
Loamy,Zaid,1181.1,28.7,8.5,218.9,111.8,138.4,Tomato
Red Soil,Kharif,2255.9,22.2,5.75,157.6,31.1,95.7,Groundnut
Alluvial,Zaid,2037.0,11.0,5.04,126.7,45.6,119.9,Potato
Red Soil,Rabi,2478.9,16.3,7.77,211.3,119.0,225.9,Groundnut
Loamy,Kharif,1006.3,29.1,4.57,157.4,108.7,49.2,Soybean
Black Soil,Kharif,1416.4,34.2,5.61,333.7,93.5,174.9,Cotton
Clay,Zaid,512.7,29.3,6.32,50.8,26.3,76.8,Rice
Loamy,Kharif,1138.3,22.8,5.12,53.5,22.6,249.0,Soybean
Sandy Loam,Rabi,748.8,17.2,6.26,307.5,42.7,132.6,Potato
Alluvial,Kharif,2425.7,17.4,7.45,103.8,97.4,143.8,Cotton
Alluvial,Zaid,2485.8,38.5,5.54,37.1,100.4,142.7,Rice
Clay,Zaid,2228.3,10.5,6.82,298.7,44.3,112.2,Rice
Black Soil,Kharif,355.3,31.7,6.93,179.8,84.2,45.1,Cotton
Red Soil,Rabi,428.1,38.6,8.18,166.1,95.2,33.2,Cotton
Clay,Kharif,426.3,24.3,4.59,309.5,78.2,58.0,Rice
Clay Loam,Kharif,491.7,31.7,8.68,278.3,98.5,200.5,Soybean
Black Soil,Kharif,1874.2,11.1,4.73,190.2,38.7,257.3,Soybean
Clay,Zaid,1392.6,35.3,8.31,288.8,12.9,231.4,Rice
Clay,Rabi,2234.3,37.1,5.83,127.8,82.4,166.0,Rice
Clay,Kharif,1835.2,12.7,7.55,329.3,105.7,229.4,Rice
Sandy Loam,Zaid,1829.0,22.5,6.03,293.7,81.9,101.2,Tomato
Black Soil,Kharif,2387.5,28.1,7.65,305.2,116.2,111.9,Cotton
Clay,Kharif,200.6,27.5,8.0,236.4,82.9,184.0,Rice
Clay,Rabi,778.8,32.0,6.66,266.9,88.3,57.1,Rice
Clay,Kharif,308.5,34.9,6.84,134.7,118.6,103.8,Rice
Red Soil,Kharif,2224.6,24.6,6.92,277.1,31.6,91.9,Cotton
Loamy,Rabi,2236.5,16.3,5.33,255.6,45.2,254.1,Wheat
Clay Loam,Zaid,1882.1,26.8,6.78,104.7,77.7,197.7,Onion
Alluvial,Rabi,1038.3,14.9,8.78,61.6,28.5,103.6,Mustard
Alluvial,Rabi,1914.7,37.3,4.73,318.6,112.7,262.6,Potato
Clay Loam,Rabi,645.6,22.6,6.75,176.6,45.5,43.8,Tomato
Alluvial,Kharif,1882.1,21.2,6.67,190.8,23.2,123.3,Maize
Red Soil,Zaid,2413.8,22.8,4.99,48.0,92.2,179.8,Cotton
Black Soil,Kharif,1494.1,35.8,7.29,140.0,92.2,203.7,Soybean
Alluvial,Rabi,276.0,10.3,6.47,348.7,39.6,176.7,Mustard
Clay,Rabi,2027.9,21.3,4.9,289.2,56.5,253.5,Rice
Clay Loam,Zaid,1703.5,24.2,7.51,240.9,71.4,181.7,Onion
Black Soil,Zaid,1870.8,27.3,5.03,161.8,40.4,260.4,Cotton
Sandy Loam,Zaid,688.3,15.7,6.59,204.2,105.0,271.7,Tomato
Black Soil,Rabi,1880.6,10.6,7.41,88.7,99.2,53.0,Chickpea
Loamy,Zaid,1536.9,11.3,5.65,229.3,97.6,288.4,Tomato
Sandy Loam,Kharif,2140.1,20.9,5.23,223.5,112.8,209.5,Maize
Red Soil,Kharif,1422.6,17.7,5.29,226.3,10.7,296.7,Groundnut
Sandy Loam,Rabi,288.9,32.2,7.75,70.1,72.8,62.4,Mustard
Black Soil,Zaid,355.4,33.6,5.05,89.2,60.8,223.0,Cotton
Clay,Rabi,998.1,15.6,7.12,61.5,11.5,232.7,Rice
Alluvial,Zaid,2016.4,38.6,4.68,175.8,119.7,297.3,Mustard
Sandy Loam,Zaid,1110.9,25.3,7.77,114.1,69.4,127.1,Tomato
Black Soil,Rabi,1224.9,20.4,6.51,279.9,55.9,158.5,Chickpea
Clay,Rabi,1540.3,37.6,8.73,262.2,86.1,175.3,Rice
Alluvial,Rabi,1369.2,14.2,4.72,158.0,33.7,109.2,Mustard
Red Soil,Zaid,1965.8,16.1,7.28,289.0,16.9,68.3,Cotton
Red Soil,Rabi,1771.8,16.4,7.77,50.0,65.2,52.4,Groundnut
Clay Loam,Rabi,1297.0,29.5,6.27,223.7,47.0,216.7,Wheat
Clay Loam,Kharif,416.6,25.4,7.33,174.1,64.8,30.9,Soybean
Clay Loam,Rabi,1439.6,34.2,8.81,186.8,117.4,170.4,Chickpea
Alluvial,Zaid,1568.9,28.1,4.71,175.4,116.7,170.7,Sugarcane
Black Soil,Rabi,1247.7,30.7,5.63,319.8,89.1,109.6,Chickpea
Red Soil,Kharif,2322.4,30.7,7.56,108.6,88.5,288.9,Groundnut
Sandy Loam,Kharif,1172.2,32.4,5.19,308.5,73.5,130.8,Maize
Black Soil,Rabi,397.3,29.1,5.02,217.5,17.8,244.3,Chickpea
Loamy,Zaid,2241.3,38.4,6.88,194.9,117.9,98.7,Tomato
Black Soil,Kharif,1835.1,18.8,8.94,138.4,53.1,144.7,Cotton
Loamy,Kharif,414.1,38.6,6.54,172.7,117.6,47.4,Groundnut
Red Soil,Zaid,1445.4,13.8,6.2,266.6,92.5,144.3,Groundnut
Sandy Loam,Kharif,999.0,18.6,4.71,240.5,51.4,114.9,Maize
Red Soil,Rabi,662.4,17.5,4.92,342.4,35.4,297.4,Groundnut
Clay Loam,Zaid,1255.4,19.1,6.22,296.4,35.0,232.9,Onion
Sandy Loam,Kharif,1796.1,39.0,7.87,309.3,63.8,260.1,Groundnut
Red Soil,Kharif,277.3,23.6,7.8,136.0,27.0,245.9,Groundnut
Clay,Kharif,1622.4,33.9,7.73,201.5,53.8,52.1,Rice
Clay Loam,Rabi,1314.9,10.7,6.01,140.1,55.3,294.3,Chickpea
Alluvial,Rabi,2196.0,18.9,8.65,278.0,103.8,182.4,Wheat
Loamy,Rabi,332.5,38.0,8.44,187.2,67.4,270.4,Potato
Loamy,Kharif,897.3,12.6,4.8,241.2,93.9,117.0,Rice
Sandy Loam,Zaid,2250.8,16.1,5.81,64.8,101.2,210.1,Onion
Black Soil,Kharif,495.9,27.4,7.5,134.7,27.4,54.8,Cotton
Clay,Rabi,1398.6,25.1,4.96,273.1,85.0,208.8,Rice
Sandy Loam,Zaid,1181.0,38.3,6.44,55.0,108.1,291.0,Tomato
Black Soil,Kharif,832.5,29.4,5.4,285.6,115.5,204.6,Soybean
Loamy,Kharif,1686.8,17.8,7.38,322.2,64.8,271.2,Soybean
Sandy Loam,Kharif,2257.9,12.5,8.6,81.0,15.4,133.1,Groundnut
Clay,Rabi,1588.1,34.8,7.75,157.0,31.2,76.9,Rice
Loamy,Rabi,1715.1,27.6,8.38,189.5,88.0,147.0,Chickpea
Clay Loam,Rabi,1976.8,36.4,6.15,33.1,113.1,42.6,Chickpea
Sandy Loam,Zaid,2113.2,15.5,8.18,127.2,91.3,60.7,Tomato
Alluvial,Zaid,2194.7,37.0,4.72,236.8,73.6,272.2,Potato
Loamy,Zaid,1545.1,36.4,5.46,318.7,95.8,287.1,Tomato
Alluvial,Zaid,2370.2,11.6,7.93,128.8,33.4,226.0,Rice
Red Soil,Kharif,249.2,22.7,8.02,172.9,40.1,103.0,Groundnut
Loamy,Kharif,2267.5,23.0,4.63,249.5,84.9,208.5,Groundnut
Black Soil,Zaid,2043.8,15.8,7.44,313.2,22.8,185.1,Chickpea
Sandy Loam,Kharif,1954.8,15.1,8.94,123.5,39.9,230.1,Maize
Loamy,Kharif,1588.0,33.1,6.04,321.3,57.8,54.0,Maize
Loamy,Kharif,1540.2,37.9,8.75,234.7,111.9,299.5,Groundnut
Clay,Rabi,1797.6,31.1,8.39,81.9,26.2,51.3,Rice
Red Soil,Rabi,269.3,39.2,8.9,60.6,32.2,98.5,Cotton
Black Soil,Kharif,2305.7,18.3,8.26,177.1,62.4,110.5,Soybean
Loamy,Zaid,630.6,33.2,5.18,213.3,111.9,112.2,Onion
Red Soil,Kharif,802.0,39.1,7.95,347.5,51.7,164.4,Cotton
Clay Loam,Kharif,481.9,20.8,6.03,64.7,113.7,81.1,Soybean
Sandy Loam,Zaid,2311.7,21.4,6.66,153.4,76.2,67.6,Tomato
Loamy,Kharif,401.4,16.0,6.39,326.0,39.4,170.8,Maize
Clay,Kharif,996.3,19.4,5.82,103.8,64.3,165.4,Rice
Sandy Loam,Rabi,2260.6,33.6,6.81,99.2,51.8,49.0,Onion
Sandy Loam,Kharif,1493.4,14.8,5.74,63.9,96.2,71.8,Maize
Black Soil,Zaid,600.0,17.7,6.88,212.2,58.9,191.5,Soybean
Sandy Loam,Zaid,1949.0,10.2,6.91,150.4,63.4,145.5,Onion
Loamy,Rabi,1133.3,24.7,6.73,293.2,93.4,63.4,Potato
Sandy Loam,Kharif,1298.3,12.3,7.35,141.2,49.3,187.5,Groundnut
Clay Loam,Zaid,1106.1,14.4,8.77,279.3,106.3,150.1,Onion
Red Soil,Rabi,2407.4,22.1,5.03,193.0,28.1,197.0,Groundnut
Clay,Zaid,494.3,33.0,8.22,278.1,112.7,262.1,Rice
Black Soil,Rabi,1653.8,15.4,7.59,150.3,84.1,158.5,Chickpea
Loamy,Kharif,1579.4,13.5,7.85,244.1,88.1,227.7,Soybean
Sandy Loam,Rabi,950.5,15.9,4.78,344.7,116.8,132.9,Mustard
Red Soil,Kharif,959.3,28.6,8.88,62.7,72.3,89.0,Cotton
Clay Loam,Zaid,284.7,25.3,6.86,169.6,31.5,110.3,Tomato
Clay Loam,Rabi,1301.2,13.7,7.09,301.2,19.2,241.0,Chickpea
Clay Loam,Kharif,1310.9,36.3,7.11,339.3,107.6,267.4,Soybean
Clay,Rabi,1735.4,35.9,7.32,285.6,30.0,216.1,Rice
Clay,Zaid,689.5,33.7,8.4,57.6,38.5,149.9,Rice
Red Soil,Kharif,1219.4,20.5,6.47,91.7,51.1,115.0,Cotton
Clay Loam,Zaid,1297.1,24.9,6.33,201.0,14.9,200.0,Onion
Red Soil,Rabi,2404.6,23.5,6.47,208.7,30.3,119.9,Cotton
Clay Loam,Zaid,1425.7,20.6,8.1,86.5,34.0,265.7,Onion
Black Soil,Kharif,2040.1,35.9,8.46,81.5,61.3,293.8,Cotton
Red Soil,Rabi,376.4,33.3,7.18,342.0,104.4,64.2,Cotton
Clay,Kharif,2367.2,22.2,5.52,89.5,30.0,131.9,Rice
Clay,Kharif,2249.3,18.7,6.63,229.0,55.9,35.9,Rice
Black Soil,Zaid,2069.2,26.9,4.79,149.6,29.4,289.2,Chickpea
Loamy,Rabi,1026.8,36.7,5.38,175.1,36.3,145.8,Potato
Black Soil,Rabi,1076.5,17.0,6.95,213.3,78.5,217.3,Chickpea
Red Soil,Rabi,211.8,22.0,5.22,246.8,102.8,132.9,Cotton
Clay,Kharif,947.8,33.4,7.09,124.5,57.4,208.0,Rice
Loamy,Kharif,2452.0,30.1,4.91,266.4,107.4,36.4,Maize
Black Soil,Zaid,1426.0,13.9,4.59,192.2,23.3,34.6,Cotton
Alluvial,Rabi,1641.1,12.0,6.76,188.1,119.8,101.5,Potato
Sandy Loam,Zaid,851.1,18.0,7.8,71.3,57.6,55.8,Tomato
Clay Loam,Kharif,2039.6,20.5,7.07,49.1,113.3,208.2,Soybean
Black Soil,Rabi,1594.8,11.0,8.95,340.6,76.6,52.0,Chickpea
Clay,Rabi,354.0,39.8,6.38,328.5,60.8,166.6,Rice
Red Soil,Zaid,1429.7,15.0,4.7,241.1,71.0,138.4,Cotton
Clay Loam,Zaid,371.0,10.7,8.11,120.8,44.2,73.2,Tomato
Clay Loam,Rabi,1396.7,34.0,7.71,94.9,89.4,69.6,Chickpea
Alluvial,Kharif,1140.4,20.8,8.92,87.7,117.7,284.2,Maize
Red Soil,Zaid,479.7,17.2,8.02,183.7,47.2,229.5,Cotton
Clay,Rabi,1903.6,24.2,6.6,323.5,31.0,299.8,Rice
Sandy Loam,Kharif,461.5,34.4,8.65,153.9,119.7,93.7,Maize
Clay Loam,Kharif,831.1,34.0,7.38,75.8,118.8,252.8,Soybean
Red Soil,Zaid,1360.4,17.0,6.67,198.1,103.3,188.2,Cotton
Black Soil,Kharif,428.8,24.4,7.26,344.3,118.6,277.1,Soybean
Alluvial,Rabi,1152.6,23.5,8.57,112.1,65.6,82.8,Mustard
Clay,Kharif,686.3,24.3,8.45,211.5,32.8,260.5,Rice
Clay Loam,Rabi,1698.8,17.1,8.33,105.2,29.2,157.7,Wheat
Black Soil,Kharif,2385.6,27.5,7.46,141.4,89.3,34.4,Soybean
Loamy,Zaid,1315.6,30.3,6.6,213.8,19.9,161.7,Onion
Loamy,Kharif,1453.9,25.5,7.29,249.7,32.7,147.9,Rice
Loamy,Zaid,567.8,10.3,7.55,168.7,32.2,286.3,Onion
Sandy Loam,Zaid,1786.8,10.7,7.66,269.2,116.9,267.6,Tomato
Sandy Loam,Rabi,2213.1,22.5,8.06,299.0,40.4,263.9,Potato
Black Soil,Rabi,263.0,19.4,8.01,166.3,42.5,72.4,Chickpea
Red Soil,Zaid,2341.5,35.6,8.85,322.5,21.8,226.6,Cotton
Clay,Kharif,2171.6,15.8,5.41,169.5,27.3,33.5,Rice
Loamy,Kharif,1756.8,16.3,6.0,65.5,30.2,71.1,Soybean
Sandy Loam,Kharif,1726.6,32.8,5.95,48.8,93.8,145.7,Maize
Loamy,Kharif,2226.8,10.3,6.25,333.4,13.2,254.3,Soybean
Sandy Loam,Kharif,771.1,13.0,7.7,112.4,108.8,152.1,Groundnut
Loamy,Rabi,1119.2,39.1,6.0,121.1,11.9,210.2,Mustard
Clay Loam,Kharif,2151.8,17.5,5.94,328.6,13.7,53.0,Soybean
Clay,Kharif,964.9,38.8,5.22,173.3,25.1,171.9,Rice
Sandy Loam,Kharif,1521.3,17.8,6.63,139.1,72.7,258.4,Maize
Black Soil,Zaid,468.3,12.0,6.31,249.0,114.9,238.1,Chickpea
Clay,Zaid,2104.2,35.3,6.77,307.8,73.4,34.6,Rice
Alluvial,Rabi,584.1,21.0,7.05,289.5,36.8,217.7,Wheat
Loamy,Kharif,2101.4,35.4,6.54,244.4,94.5,212.9,Maize
Clay Loam,Rabi,813.3,19.8,6.23,123.5,63.4,67.6,Chickpea
Alluvial,Zaid,824.5,36.0,4.71,275.5,22.7,89.0,Sugarcane
Sandy Loam,Kharif,1285.3,24.5,8.86,226.5,59.9,272.5,Maize
Clay,Rabi,214.2,25.2,6.7,284.9,105.1,35.3,Rice
Clay,Kharif,2382.2,34.2,8.82,203.7,108.8,60.0,Rice
Clay,Kharif,2354.9,15.3,5.4,54.5,111.7,198.0,Rice
Black Soil,Zaid,556.1,30.4,7.76,102.8,46.0,116.4,Chickpea
Sandy Loam,Rabi,2307.3,22.3,8.27,43.0,29.3,256.0,Mustard
Loamy,Rabi,1103.3,18.4,7.77,67.1,62.5,238.9,Potato
Clay,Zaid,1483.4,12.9,6.16,33.2,25.2,207.3,Rice
Red Soil,Zaid,1529.6,33.5,7.14,271.6,111.7,209.4,Cotton
Clay,Kharif,2018.1,36.2,5.35,211.7,96.4,108.4,Rice
Alluvial,Kharif,1755.1,26.5,5.53,347.1,38.9,51.7,Cotton
Alluvial,Kharif,1779.4,22.9,6.14,273.4,14.1,267.7,Cotton
Clay,Rabi,413.9,26.4,5.2,176.7,20.0,222.4,Rice
Red Soil,Rabi,1377.9,28.5,6.51,33.2,88.6,299.9,Cotton
Black Soil,Zaid,716.2,24.0,8.94,61.9,44.0,32.7,Soybean
Clay Loam,Rabi,939.5,22.5,5.58,306.3,99.8,211.9,Chickpea
Loamy,Kharif,1784.5,40.0,6.86,241.8,93.1,220.0,Rice
Clay,Zaid,1535.0,26.1,4.77,146.5,62.8,257.0,Rice
Clay Loam,Zaid,495.7,21.5,8.46,39.2,68.4,197.8,Tomato
Alluvial,Rabi,1885.2,39.6,7.14,301.8,64.6,262.2,Mustard
Black Soil,Kharif,290.7,13.2,8.27,283.5,76.1,107.9,Cotton
Black Soil,Kharif,2059.1,18.5,8.57,199.5,70.2,111.3,Soybean
Red Soil,Zaid,449.7,11.0,5.38,58.4,13.5,211.9,Cotton
Loamy,Kharif,1687.1,20.5,5.81,67.2,88.3,78.7,Rice
Clay,Kharif,1717.2,11.9,7.33,258.5,55.5,199.5,Rice
Clay,Zaid,840.9,18.9,7.36,314.0,35.6,138.9,Rice
Clay,Kharif,1438.4,26.9,5.84,276.1,33.4,256.8,Rice
Loamy,Rabi,2392.5,39.7,8.24,344.7,41.9,72.6,Wheat
Black Soil,Zaid,765.5,34.6,4.94,78.4,74.1,186.7,Chickpea
Sandy Loam,Zaid,1143.7,26.2,7.18,109.7,24.5,83.9,Onion
Black Soil,Zaid,1016.4,35.2,4.64,203.2,26.6,233.2,Chickpea
Alluvial,Zaid,1346.9,32.5,6.43,88.2,22.0,85.0,Mustard
Alluvial,Zaid,1490.7,14.2,5.36,219.4,73.4,133.2,Sugarcane
Alluvial,Zaid,513.8,39.4,4.97,61.2,45.6,85.0,Wheat
Clay,Kharif,2455.7,40.0,8.14,133.5,56.3,154.9,Rice
Black Soil,Rabi,888.8,26.0,7.17,55.2,69.4,37.5,Chickpea
Red Soil,Rabi,1313.5,20.4,8.6,53.1,108.0,288.4,Cotton
Loamy,Kharif,1684.6,28.4,8.37,83.1,101.9,109.9,Rice
Clay Loam,Zaid,2022.2,34.1,7.71,59.5,18.8,34.1,Tomato
Clay Loam,Kharif,913.7,12.4,4.93,106.4,73.7,181.1,Soybean
Clay,Rabi,1294.7,21.4,8.96,336.5,25.2,149.7,Rice
Clay,Kharif,1208.3,27.9,5.6,226.9,19.3,60.6,Rice
Black Soil,Kharif,1902.5,24.0,8.43,339.9,92.9,161.8,Soybean
Clay,Rabi,1887.8,21.0,6.92,240.2,55.0,272.6,Rice
Loamy,Kharif,1605.7,37.5,7.79,110.9,47.7,260.0,Maize
Alluvial,Rabi,430.3,16.4,4.96,252.8,19.3,70.8,Potato
Black Soil,Rabi,2289.8,26.4,8.85,260.5,96.9,101.7,Chickpea
Clay,Rabi,1068.1,31.9,6.88,341.0,16.5,201.3,Rice
Red Soil,Zaid,1509.6,38.7,8.2,246.1,20.5,179.6,Cotton
Clay Loam,Kharif,1432.2,23.6,4.92,211.0,51.9,251.4,Soybean
Black Soil,Zaid,2113.4,17.6,8.06,84.1,46.5,126.2,Chickpea
Alluvial,Zaid,1713.4,16.9,8.93,65.7,55.6,64.2,Sugarcane
Alluvial,Zaid,1966.8,32.3,4.73,218.6,58.3,161.9,Mustard
Loamy,Zaid,504.8,28.2,5.34,310.6,103.6,161.4,Onion
Clay Loam,Zaid,1225.1,14.3,8.46,46.8,94.2,239.7,Tomato
Loamy,Kharif,204.4,34.7,4.68,252.4,43.9,112.8,Soybean
Red Soil,Rabi,857.2,36.7,6.6,218.2,102.2,281.1,Cotton
Clay,Kharif,638.1,12.8,7.35,238.3,31.1,129.9,Rice
Alluvial,Rabi,1096.3,26.7,5.65,226.3,34.6,106.0,Potato
Sandy Loam,Zaid,499.3,38.6,8.9,191.4,117.3,92.9,Onion
Loamy,Rabi,924.6,30.1,6.47,347.7,10.8,243.7,Potato
Alluvial,Kharif,985.9,36.4,5.54,306.5,96.8,251.8,Maize
Sandy Loam,Rabi,1638.7,26.9,8.12,198.5,90.9,142.4,Potato
Sandy Loam,Zaid,1931.9,35.6,8.17,327.0,94.8,240.9,Onion
Clay Loam,Kharif,604.1,24.1,4.82,235.2,21.0,244.7,Soybean
Clay,Kharif,682.5,12.6,4.56,301.0,37.0,99.1,Rice
Loamy,Zaid,330.2,26.0,7.6,103.2,50.5,284.3,Tomato
Sandy Loam,Rabi,1300.4,31.4,5.92,70.7,45.5,282.7,Potato
Black Soil,Kharif,871.4,28.8,7.13,42.2,28.8,251.3,Soybean
Sandy Loam,Kharif,387.3,12.3,4.92,72.4,42.0,65.8,Groundnut
Alluvial,Zaid,1594.1,21.3,8.31,231.8,41.3,289.5,Mustard
Clay Loam,Zaid,2242.3,18.8,6.96,300.0,84.3,194.0,Onion
Alluvial,Kharif,1765.9,21.0,6.56,45.6,116.8,284.8,Maize
Clay,Kharif,1581.7,13.1,5.92,58.9,36.5,241.7,Rice
Clay,Kharif,1147.4,14.8,5.63,301.3,42.5,251.1,Rice
Loamy,Rabi,840.5,33.6,7.54,177.3,59.8,242.2,Chickpea
Clay Loam,Rabi,2297.8,30.3,7.08,73.6,67.9,152.1,Chickpea
Clay Loam,Rabi,1239.1,33.6,5.59,85.2,110.8,80.8,Wheat
Red Soil,Rabi,1239.2,38.5,8.38,245.2,99.9,103.7,Groundnut
Loamy,Zaid,2498.4,30.7,6.56,101.9,95.7,112.4,Onion
Loamy,Kharif,1848.0,11.5,5.46,239.2,81.8,113.8,Groundnut
Clay Loam,Kharif,2248.2,19.3,8.01,344.1,69.9,239.0,Soybean
Loamy,Kharif,2464.3,22.3,7.88,107.2,119.1,182.8,Rice
Black Soil,Rabi,1603.1,16.7,8.71,165.0,47.9,160.9,Chickpea
Loamy,Kharif,1710.6,36.1,8.32,145.6,88.1,73.9,Rice
Alluvial,Rabi,1441.7,20.4,8.74,37.3,101.6,117.0,Wheat
Clay Loam,Kharif,2366.7,26.2,6.31,196.7,70.7,218.9,Soybean
Clay,Zaid,739.6,12.5,4.52,31.6,35.1,172.0,Rice
Red Soil,Zaid,2334.6,37.2,8.21,169.3,95.7,205.2,Cotton
Loamy,Rabi,2412.9,12.0,7.33,47.6,82.1,250.2,Chickpea
Alluvial,Kharif,295.4,19.8,8.27,81.0,101.8,129.2,Rice
Red Soil,Kharif,472.6,37.4,7.97,66.8,44.3,147.5,Groundnut
Black Soil,Rabi,897.5,16.0,5.69,252.0,82.7,108.7,Chickpea
Loamy,Kharif,802.6,25.9,5.26,216.3,67.1,34.5,Groundnut
Loamy,Zaid,1661.8,10.2,8.45,198.5,17.6,89.2,Tomato
Clay Loam,Rabi,848.8,27.7,8.18,241.4,60.4,100.8,Wheat
Alluvial,Rabi,2262.8,11.4,8.29,196.1,113.2,257.1,Mustard
Loamy,Rabi,2288.8,19.9,5.53,302.5,77.6,44.3,Chickpea
Loamy,Rabi,2317.7,11.6,6.63,172.4,31.7,177.5,Wheat
Black Soil,Rabi,1268.0,20.9,8.48,264.3,109.0,152.7,Chickpea
Alluvial,Zaid,327.4,34.1,5.84,126.1,114.5,64.2,Wheat
Loamy,Rabi,1953.4,21.6,5.38,301.0,106.4,89.0,Potato
Sandy Loam,Kharif,212.8,14.6,5.96,57.1,21.9,74.3,Maize
Black Soil,Kharif,2168.3,37.2,8.68,245.5,81.4,176.4,Cotton
Clay,Zaid,1284.6,36.0,5.91,257.9,38.3,225.1,Rice
Sandy Loam,Rabi,1723.3,37.5,6.42,42.6,42.1,206.7,Potato
Red Soil,Rabi,1330.9,33.2,4.77,99.1,107.8,142.3,Groundnut
Alluvial,Rabi,1157.8,29.5,7.87,238.0,88.3,213.8,Wheat
Alluvial,Kharif,670.4,25.7,4.6,253.4,25.5,289.3,Cotton
Alluvial,Kharif,841.9,23.2,6.39,341.9,85.5,58.7,Cotton
Clay Loam,Rabi,663.4,25.9,8.59,218.3,92.2,58.5,Wheat
Loamy,Rabi,898.7,37.9,6.61,33.1,25.5,241.5,Mustard
Alluvial,Zaid,2325.6,38.8,4.74,283.0,86.8,232.0,Potato
Sandy Loam,Zaid,1469.8,15.9,5.0,332.6,34.5,181.7,Onion
Clay Loam,Rabi,1158.0,35.7,5.26,305.4,65.5,287.9,Chickpea
Sandy Loam,Rabi,1976.6,21.6,5.27,136.6,106.2,34.6,Potato
Alluvial,Zaid,272.6,29.8,4.9,250.2,89.7,145.3,Rice
Clay Loam,Rabi,1907.8,27.4,6.33,243.8,14.9,214.0,Chickpea
Alluvial,Kharif,274.2,39.5,4.54,35.6,115.6,42.8,Cotton
Clay,Kharif,300.3,17.7,6.17,255.5,103.1,105.2,Rice
Sandy Loam,Zaid,1773.1,24.9,8.04,70.7,18.2,230.5,Tomato
Red Soil,Rabi,604.4,34.8,8.45,333.1,119.1,188.5,Groundnut
Black Soil,Kharif,2402.0,28.6,6.89,117.1,91.1,296.5,Cotton
Sandy Loam,Kharif,971.7,10.4,8.89,271.2,41.2,148.5,Maize
Clay,Kharif,1652.5,18.9,8.77,212.2,88.5,282.0,Rice
Clay,Zaid,309.1,34.1,5.08,131.4,86.5,257.3,Rice
Black Soil,Kharif,573.1,24.1,5.57,328.5,45.8,219.3,Cotton
Loamy,Rabi,1636.8,25.0,7.37,288.9,24.8,270.6,Chickpea
Alluvial,Rabi,1235.6,33.9,5.05,216.1,18.1,175.4,Wheat
Alluvial,Zaid,1013.8,26.3,5.14,270.7,41.9,167.5,Wheat
Alluvial,Rabi,2189.5,22.0,8.25,86.0,42.3,197.3,Potato
Black Soil,Zaid,1688.9,35.9,6.89,57.1,41.3,288.2,Cotton
