crop,season,humidity_percent,temperature_c,rainfall_mm,disease_risk,disease_occurred
Soybean,Kharif,58.0,34.4,751.5,Low,None
Tomato,Kharif,41.2,27.5,1811.5,Medium,None
Cotton,Zaid,53.5,24.9,1728.6,Medium,Bollworm
Soybean,Zaid,54.0,26.8,1176.9,Low,None
Potato,Rabi,43.7,16.5,265.2,Low,None
Potato,Rabi,53.0,26.1,845.4,Low,None
Tomato,Rabi,83.5,30.9,833.2,Medium,Early Blight
Rice,Kharif,61.2,37.4,668.7,Medium,Brown Spot
Cotton,Rabi,65.5,34.7,1021.8,Low,None
Wheat,Zaid,81.8,36.3,1700.6,High,Rust
Wheat,Zaid,64.3,23.4,1827.4,Medium,Powdery Mildew
Potato,Kharif,53.9,17.8,1199.5,Low,None
Wheat,Rabi,49.1,25.9,692.3,Low,None
Soybean,Rabi,62.6,37.3,565.3,Low,None
Rice,Rabi,46.8,22.7,465.5,Low,None
Cotton,Zaid,52.7,34.4,1516.7,Medium,Whitefly
Cotton,Rabi,91.3,18.7,204.2,Medium,Whitefly
Rice,Zaid,62.0,20.2,1008.8,Medium,Bacterial Leaf Blight
Soybean,Rabi,56.4,16.0,1320.4,Low,None
Potato,Kharif,64.1,35.7,1312.0,Medium,Early Blight
Rice,Kharif,52.9,23.8,1730.7,Medium,Blast
Soybean,Rabi,41.4,30.3,1474.1,Low,None
Tomato,Rabi,90.8,31.0,906.7,Medium,Early Blight
Potato,Rabi,79.2,21.5,622.1,Medium,Early Blight
Soybean,Zaid,87.7,31.7,934.7,Medium,Yellow Mosaic
Potato,Zaid,56.8,22.1,1203.7,Low,None
Potato,Zaid,82.4,22.3,962.5,High,Early Blight
Soybean,Kharif,49.3,37.8,337.0,Low,None
Potato,Zaid,53.4,35.4,795.3,Low,None
Wheat,Zaid,51.4,28.3,462.6,Low,None
Wheat,Kharif,63.5,21.0,734.6,Low,None
Wheat,Kharif,60.2,19.8,1546.0,High,Rust
Tomato,Kharif,87.9,27.2,1640.9,High,Early Blight
Cotton,Rabi,94.3,26.3,1964.4,High,Bacterial Blight
Wheat,Zaid,59.7,22.6,1959.3,Medium,Loose Smut
Potato,Kharif,75.6,25.2,1999.7,High,Late Blight
Soybean,Kharif,83.7,32.8,957.3,Medium,None
Tomato,Kharif,50.1,29.2,1956.3,Medium,Fruit Borer
Rice,Rabi,51.2,35.3,1855.4,Medium,None
Potato,Kharif,62.6,15.3,1726.3,High,Late Blight
Soybean,Rabi,90.9,21.7,258.9,Medium,Pod Borer
Tomato,Zaid,60.7,31.7,614.6,Low,None
Wheat,Zaid,94.7,15.8,530.3,Medium,Powdery Mildew
Rice,Zaid,44.7,27.2,1223.8,Low,None
Cotton,Rabi,47.9,32.3,675.3,Low,None
Wheat,Kharif,55.1,18.6,1730.5,Medium,None
Wheat,Rabi,47.0,16.2,1260.4,Medium,Powdery Mildew
Soybean,Zaid,80.2,20.5,1005.9,Medium,Yellow Mosaic
Cotton,Rabi,59.7,19.4,1093.7,Low,None
Potato,Rabi,65.1,30.8,908.2,Medium,Early Blight
Tomato,Rabi,65.8,34.3,653.0,Low,None
Soybean,Kharif,77.8,30.7,1545.1,High,Rust
Rice,Kharif,75.0,36.8,1882.1,High,Brown Spot
Wheat,Zaid,45.6,21.4,259.5,Low,None
Soybean,Rabi,52.9,21.6,1849.9,Low,None
Cotton,Zaid,80.6,23.6,1889.3,High,Bacterial Blight
Tomato,Rabi,73.2,33.0,1807.8,Medium,Early Blight
Potato,Rabi,63.2,30.3,1654.0,Medium,Early Blight
Potato,Rabi,85.8,16.0,597.8,Low,None
Tomato,Zaid,86.5,32.9,1106.3,Medium,Late Blight
Wheat,Kharif,74.5,24.8,967.6,Medium,Rust
Soybean,Kharif,94.1,23.3,607.2,High,Pod Borer
Wheat,Rabi,84.4,21.0,1998.3,Medium,Rust
Cotton,Kharif,69.8,30.9,1133.7,Medium,Whitefly
Wheat,Kharif,75.2,17.7,761.2,Medium,Powdery Mildew
Tomato,Rabi,81.9,22.3,795.0,High,Fruit Borer
Rice,Rabi,68.7,20.3,1872.4,Medium,Bacterial Leaf Blight
Soybean,Zaid,51.2,15.3,1138.8,Low,None
Cotton,Rabi,62.6,29.1,608.0,Low,None
Cotton,Rabi,78.2,21.5,909.6,Medium,Whitefly
Potato,Rabi,59.0,37.5,707.9,Low,None
Cotton,Zaid,58.7,36.0,557.5,Low,None
Wheat,Rabi,75.1,15.3,1132.8,Medium,Powdery Mildew
Rice,Zaid,66.8,16.6,1123.5,Low,None
Tomato,Kharif,41.8,30.5,811.1,Low,None
Cotton,Kharif,61.9,21.8,847.8,Medium,Bollworm
Rice,Kharif,53.5,20.3,1624.3,Medium,None
Rice,Zaid,50.4,36.8,1662.7,Low,None
Potato,Zaid,54.2,36.7,1629.5,Medium,Late Blight
Tomato,Rabi,46.2,26.4,1035.7,Low,None
Rice,Kharif,40.5,31.6,1132.9,Low,None
Tomato,Kharif,64.1,30.3,1179.6,Medium,Late Blight
Cotton,Rabi,83.2,35.2,1670.6,High,Bacterial Blight
Potato,Rabi,94.6,21.5,1763.9,Medium,None
Potato,Zaid,59.6,32.3,1705.2,Low,None
Potato,Kharif,69.9,36.5,1137.7,Medium,Early Blight
Potato,Rabi,60.9,30.8,617.9,Low,None
Wheat,Zaid,78.3,27.4,1951.6,High,Rust
Potato,Rabi,54.1,19.0,1848.3,Low,None
Rice,Zaid,76.3,21.2,1878.2,Medium,None
Cotton,Zaid,42.1,25.4,384.4,Low,None
Potato,Zaid,60.2,25.7,1538.2,Medium,Early Blight
Cotton,Kharif,75.5,17.2,1914.1,High,Bollworm
Soybean,Kharif,63.9,37.6,816.7,Medium,None
Rice,Rabi,94.8,20.5,1215.2,High,Blast
Soybean,Rabi,74.7,15.1,719.9,Low,None
Tomato,Rabi,77.1,21.8,1670.9,Medium,Late Blight
Potato,Rabi,49.0,29.7,994.1,Low,None
Tomato,Kharif,63.5,36.3,801.7,Medium,Fruit Borer
Cotton,Zaid,55.1,32.4,478.2,Low,None
Soybean,Rabi,61.7,16.2,643.9,Low,None
Potato,Kharif,63.8,24.8,935.6,Medium,Late Blight
Soybean,Kharif,42.0,29.5,1715.9,Medium,None
Tomato,Zaid,72.9,34.7,699.0,Low,None
Soybean,Zaid,77.6,30.3,1842.4,High,Yellow Mosaic
Cotton,Zaid,63.9,33.3,1771.2,Medium,None
Tomato,Zaid,93.2,34.1,1372.9,High,Late Blight
Cotton,Zaid,47.3,26.2,1441.3,Medium,Whitefly
Rice,Rabi,47.7,15.2,740.4,Low,None
Potato,Rabi,45.1,21.7,784.2,Low,None
Cotton,Kharif,91.2,22.5,850.3,High,Whitefly
Soybean,Zaid,65.6,33.6,730.8,Low,None
Wheat,Rabi,80.4,29.6,1685.9,High,Loose Smut
Rice,Rabi,73.0,33.3,1389.1,Medium,Brown Spot
Soybean,Zaid,92.6,18.4,1289.3,High,Yellow Mosaic
Wheat,Rabi,47.7,25.1,1235.3,Medium,Rust
Tomato,Zaid,75.3,21.0,1264.7,High,Early Blight
Soybean,Rabi,92.9,31.8,481.0,Medium,Yellow Mosaic
Rice,Kharif,44.6,33.1,943.6,Low,None
Rice,Rabi,65.1,29.8,1178.7,Medium,None
Wheat,Rabi,41.4,32.2,533.0,Low,None
Tomato,Rabi,66.9,29.0,255.8,Low,None
Tomato,Zaid,78.4,32.0,603.0,Medium,Early Blight
Soybean,Kharif,47.0,21.3,339.8,Low,None
Cotton,Zaid,78.8,17.4,379.8,Medium,Bollworm
Rice,Rabi,89.7,37.1,814.5,Medium,None
Tomato,Zaid,72.3,30.1,282.2,Low,None
Potato,Kharif,73.3,26.4,1230.0,High,Early Blight
Soybean,Kharif,90.1,30.5,226.5,Medium,Yellow Mosaic
Cotton,Rabi,73.1,37.8,889.5,Low,None
Wheat,Rabi,70.2,27.9,586.0,Medium,Loose Smut
Potato,Kharif,60.7,19.0,518.2,Low,None
Wheat,Zaid,54.2,36.4,1433.1,Medium,Powdery Mildew
Tomato,Kharif,64.2,34.1,374.1,Medium,Early Blight
Rice,Zaid,51.1,21.9,1716.8,Low,None
Rice,Zaid,88.8,23.9,1430.7,High,Brown Spot
Potato,Zaid,75.4,16.3,933.3,Medium,None
Soybean,Kharif,80.2,23.9,418.0,High,Pod Borer
Potato,Zaid,75.8,25.1,1827.3,High,Late Blight
Cotton,Zaid,56.0,18.8,881.6,Low,None
Soybean,Zaid,62.4,28.8,1642.8,Medium,None
Wheat,Kharif,86.8,27.5,1368.5,High,Rust
Tomato,Kharif,53.9,15.5,342.8,Low,None
Tomato,Kharif,77.3,23.7,1821.7,High,Late Blight
Rice,Rabi,86.4,15.9,218.4,Medium,Bacterial Leaf Blight
Soybean,Kharif,70.3,22.5,703.5,Medium,Yellow Mosaic
Tomato,Kharif,74.5,35.6,1148.2,Medium,None
Wheat,Zaid,76.1,16.6,1032.9,Medium,Loose Smut
Wheat,Zaid,66.7,21.1,1236.9,Medium,Loose Smut
Wheat,Rabi,40.4,26.3,1026.4,Low,None
Soybean,Kharif,60.1,22.3,1561.4,High,Pod Borer
Wheat,Zaid,68.5,20.2,1367.7,Medium,Powdery Mildew
Soybean,Rabi,44.1,28.4,1026.3,Low,None
Rice,Rabi,57.2,35.6,1316.7,Low,None
Cotton,Kharif,58.6,23.7,236.5,Low,None
Potato,Zaid,52.5,26.6,1415.7,Medium,Early Blight
Rice,Zaid,85.1,32.2,898.5,Medium,Blast
Potato,Rabi,75.2,30.7,753.8,Medium,Early Blight
Potato,Rabi,51.9,33.3,567.4,Low,None
Cotton,Kharif,91.1,17.3,1459.9,High,Whitefly
Wheat,Zaid,81.2,29.6,593.4,Medium,None
Wheat,Zaid,82.9,17.1,1732.1,Medium,Powdery Mildew
Wheat,Rabi,51.0,25.2,875.9,Low,None
Potato,Zaid,87.0,35.7,1525.5,High,Early Blight
Cotton,Rabi,88.4,16.3,848.8,Medium,Bacterial Blight
Cotton,Zaid,62.0,35.9,1134.4,Low,None
Wheat,Kharif,40.2,29.6,904.5,Medium,Rust
Tomato,Rabi,46.5,28.7,1116.8,Low,None
Tomato,Kharif,75.8,29.0,626.9,High,Late Blight
Wheat,Kharif,87.9,22.2,827.9,High,Rust
Wheat,Kharif,87.9,21.8,1832.8,High,Loose Smut
Rice,Kharif,74.8,35.1,1667.6,High,Blast
Wheat,Zaid,86.7,20.2,1626.0,High,Loose Smut
Rice,Rabi,78.0,31.2,879.2,Medium,None
Soybean,Rabi,89.4,19.7,601.1,Low,None
Soybean,Zaid,60.1,34.4,1993.5,Medium,Yellow Mosaic
Wheat,Kharif,74.3,32.5,603.1,Medium,Powdery Mildew
Tomato,Kharif,53.1,26.7,1435.0,Medium,Late Blight
Cotton,Rabi,71.8,31.1,1212.5,Medium,Bollworm
Cotton,Zaid,92.0,25.1,374.6,Medium,Whitefly
Potato,Kharif,79.2,17.7,225.5,Medium,Early Blight
Rice,Kharif,85.5,24.5,1163.7,High,Brown Spot
Wheat,Rabi,48.4,29.1,1728.7,Medium,Rust
Potato,Kharif,79.6,32.5,557.9,Medium,Early Blight
Cotton,Kharif,70.8,16.2,353.1,Medium,Bollworm
Wheat,Rabi,67.5,23.1,575.8,Low,None
Potato,Zaid,71.0,21.6,1924.0,Medium,Late Blight
Tomato,Kharif,49.0,18.7,373.5,Low,None
Soybean,Zaid,57.2,18.9,1235.2,Medium,Rust
Soybean,Rabi,64.9,30.5,611.2,Low,None
Tomato,Zaid,72.0,19.0,903.4,Low,None
Soybean,Kharif,79.4,22.0,1753.0,High,Pod Borer
Rice,Zaid,69.9,25.1,326.3,Low,None
Cotton,Kharif,46.8,28.1,1547.8,Medium,Whitefly
Tomato,Rabi,85.4,30.9,1254.2,Medium,Late Blight
Soybean,Zaid,72.8,24.7,805.6,Medium,None
Soybean,Zaid,58.8,33.9,654.7,Low,None
Tomato,Zaid,64.6,34.7,947.2,Low,None
Soybean,Rabi,86.7,24.8,1855.5,High,Pod Borer
Soybean,Rabi,43.5,32.6,1111.0,Low,None
Wheat,Kharif,74.3,19.1,1442.0,High,Rust
Tomato,Kharif,63.4,37.2,325.2,Medium,None
Soybean,Rabi,88.0,36.8,1009.4,Medium,Yellow Mosaic
Tomato,Kharif,85.6,31.1,1801.6,High,Late Blight
Wheat,Kharif,92.4,16.3,1314.2,High,Rust
Wheat,Zaid,62.3,36.7,777.3,Low,None
Cotton,Kharif,88.2,23.6,1138.4,High,Bacterial Blight
Cotton,Rabi,46.4,23.9,1431.5,Medium,Bacterial Blight
Potato,Zaid,53.2,26.3,840.0,Low,None
Cotton,Kharif,41.5,37.5,1643.0,Medium,Bollworm
Wheat,Rabi,55.7,35.8,1191.2,Low,None
Soybean,Kharif,66.8,34.0,1445.4,Medium,None
Tomato,Kharif,50.1,21.8,1617.5,Medium,None
Rice,Zaid,57.7,29.6,1040.1,Low,None
Soybean,Rabi,54.9,25.1,1734.7,Medium,Yellow Mosaic
Soybean,Rabi,87.0,26.1,769.8,High,Rust
Rice,Kharif,62.0,27.2,932.0,Medium,None
Cotton,Zaid,85.2,28.7,658.6,Medium,Bollworm
Wheat,Rabi,50.5,25.6,1679.4,Low,None
Potato,Rabi,41.2,17.7,857.1,Low,None
Tomato,Rabi,84.0,26.9,737.5,Medium,Late Blight
Rice,Rabi,54.2,28.0,1372.4,Medium,None
Potato,Rabi,52.5,30.3,255.8,Low,None
Wheat,Rabi,51.8,37.4,1208.1,Low,None
Rice,Zaid,61.9,29.4,634.0,Low,None
Cotton,Rabi,53.6,21.2,1729.5,Low,None
Potato,Rabi,68.8,35.1,712.0,Low,None
Tomato,Zaid,61.4,24.1,1242.4,Medium,Late Blight
Tomato,Zaid,62.1,19.0,575.3,Low,None
Potato,Rabi,87.1,26.7,305.7,High,Late Blight
Potato,Rabi,84.8,29.0,678.7,High,Late Blight
Soybean,Zaid,94.4,34.2,1296.0,High,Pod Borer
Cotton,Kharif,56.1,32.7,1672.4,Medium,None
Rice,Zaid,83.4,32.5,280.6,Medium,Blast
Tomato,Zaid,63.9,19.3,1772.5,Medium,None
Rice,Rabi,68.9,18.6,1526.0,Medium,None
Wheat,Zaid,84.0,30.5,514.8,Medium,Rust
Potato,Zaid,62.0,36.3,1654.5,Medium,Early Blight
Potato,Rabi,49.9,17.1,927.8,Low,None
Potato,Kharif,55.6,31.5,1563.1,Medium,Late Blight
Soybean,Rabi,61.0,22.5,935.6,Medium,Yellow Mosaic
Cotton,Kharif,83.3,36.6,1981.6,High,Bacterial Blight
Rice,Zaid,82.8,26.6,1590.3,High,Blast
Tomato,Rabi,51.9,16.1,625.0,Low,None
Tomato,Kharif,64.3,23.4,1107.5,Medium,Fruit Borer
Cotton,Kharif,79.9,34.8,334.5,Medium,Bacterial Blight
Tomato,Kharif,84.2,18.9,1836.7,High,Early Blight
Wheat,Kharif,80.1,27.0,1190.1,High,Powdery Mildew
Soybean,Zaid,70.0,34.6,1734.1,Medium,None
Soybean,Zaid,41.1,33.0,1721.6,Low,None
Wheat,Zaid,43.0,36.6,1313.7,Low,None
Cotton,Kharif,60.4,18.9,371.2,Medium,Bacterial Blight
Rice,Zaid,72.4,16.6,255.2,Low,None
Potato,Rabi,83.3,18.4,1584.8,High,Late Blight
Wheat,Kharif,81.3,36.2,1433.0,High,Loose Smut
Soybean,Zaid,71.1,29.0,1099.6,Medium,Yellow Mosaic
Tomato,Rabi,63.0,18.5,1174.2,Medium,None
Cotton,Zaid,50.2,21.3,370.7,Low,None
Rice,Rabi,73.1,31.5,1426.9,Medium,None
Potato,Rabi,84.3,32.7,1995.9,High,Early Blight
Tomato,Rabi,69.7,24.3,494.9,Low,None
Potato,Kharif,83.9,17.4,936.9,High,Late Blight
Soybean,Rabi,90.0,27.9,1350.0,High,Rust
Rice,Kharif,93.4,28.0,1168.9,High,Bacterial Leaf Blight
Cotton,Kharif,51.6,31.8,965.6,Low,None
Rice,Kharif,44.7,17.3,1955.9,Medium,Blast
Tomato,Rabi,66.1,21.2,1081.9,Low,None
Cotton,Rabi,88.6,16.0,1476.9,High,Bollworm
Soybean,Rabi,78.5,35.1,868.6,Medium,Yellow Mosaic
Wheat,Zaid,53.2,23.4,543.2,Low,None
Wheat,Kharif,93.6,23.3,1763.1,High,Rust
Wheat,Rabi,51.4,26.6,221.0,Low,None
Soybean,Kharif,62.2,34.3,286.1,Medium,None
Tomato,Zaid,87.4,18.4,1692.6,Medium,Early Blight
Cotton,Kharif,55.1,21.4,779.8,Low,None
Wheat,Kharif,52.7,22.3,1514.2,Medium,Rust
Cotton,Zaid,55.0,28.9,1043.2,Low,None
Rice,Rabi,57.1,25.9,1229.8,Medium,None
Soybean,Rabi,74.1,21.8,1427.5,Medium,Pod Borer
Wheat,Rabi,49.2,32.0,1546.8,Low,None
Cotton,Zaid,54.9,20.3,863.9,Low,None
Potato,Zaid,77.6,23.1,1437.5,High,Early Blight
Cotton,Kharif,84.3,16.0,755.4,Medium,None
Cotton,Rabi,82.5,31.5,759.8,Medium,Whitefly
Wheat,Rabi,83.8,21.8,513.2,Low,None
Potato,Rabi,76.5,29.8,1427.0,High,Late Blight
Soybean,Kharif,87.1,33.1,1239.4,High,Yellow Mosaic
Rice,Rabi,86.2,21.4,675.3,Medium,Blast
Wheat,Zaid,40.1,27.8,1549.5,Low,None
Soybean,Zaid,86.0,23.6,1500.4,High,Pod Borer
Cotton,Zaid,88.0,22.4,744.0,Medium,Whitefly
Wheat,Zaid,57.4,29.1,1296.7,Low,None
Rice,Kharif,51.5,24.8,583.0,Low,None
Tomato,Zaid,54.8,31.6,1205.0,Medium,Early Blight
Cotton,Rabi,90.6,35.4,1597.4,High,Bacterial Blight
Soybean,Kharif,89.0,34.3,1566.6,High,Pod Borer
Rice,Kharif,63.6,16.0,1735.1,Medium,Bacterial Leaf Blight
Cotton,Kharif,94.2,15.4,1892.3,High,Bollworm
Wheat,Zaid,48.8,31.9,1760.8,Low,None
Rice,Rabi,70.9,36.5,1353.1,Medium,Brown Spot
Soybean,Rabi,51.1,34.8,1794.6,Low,None
Soybean,Rabi,78.4,32.8,1265.9,High,Yellow Mosaic
Potato,Kharif,50.9,17.5,380.5,Low,None
Cotton,Kharif,70.5,15.5,1542.8,High,Bollworm
Tomato,Kharif,66.0,24.7,899.0,Medium,Fruit Borer
Cotton,Rabi,66.4,32.4,1152.9,Medium,Bacterial Blight
Soybean,Rabi,62.7,29.5,1516.3,Medium,Yellow Mosaic
Soybean,Zaid,81.8,30.6,404.3,Medium,Rust
Tomato,Rabi,58.8,32.5,662.0,Low,None
Soybean,Kharif,92.9,29.1,657.9,High,Pod Borer
Wheat,Zaid,92.2,17.2,1400.6,High,Loose Smut
Tomato,Zaid,86.1,18.3,345.8,Medium,Early Blight
Rice,Rabi,89.8,34.2,857.4,Medium,Bacterial Leaf Blight
Potato,Kharif,48.6,26.3,1586.1,Medium,Late Blight
Tomato,Rabi,83.9,22.1,534.0,Medium,Early Blight
Cotton,Rabi,68.5,27.6,669.3,Low,None
Tomato,Zaid,90.9,23.5,1042.2,High,Late Blight
Potato,Zaid,84.2,24.7,414.4,High,Early Blight
Soybean,Zaid,64.1,27.0,839.4,Medium,None
Wheat,Kharif,72.0,34.6,1605.9,Medium,None
Wheat,Kharif,81.8,29.3,1065.8,High,Rust
Soybean,Zaid,56.9,21.4,413.0,Low,None
Soybean,Rabi,58.9,25.5,1261.4,Low,None
Tomato,Kharif,74.6,29.3,1995.1,High,Fruit Borer
Tomato,Kharif,42.8,25.3,951.0,Low,None
Soybean,Kharif,56.6,17.5,626.0,Low,None
Potato,Kharif,80.9,33.7,383.9,Medium,None
Soybean,Zaid,93.2,35.9,1192.1,Medium,None
Rice,Zaid,60.8,29.6,779.3,Low,None
Tomato,Kharif,70.5,16.6,493.5,Medium,None
Potato,Kharif,68.5,28.7,818.2,Medium,Early Blight
Soybean,Kharif,89.8,15.3,1130.6,High,Rust
Rice,Rabi,90.1,17.3,1615.9,Medium,None
Potato,Zaid,85.1,32.7,794.9,Medium,Early Blight
Wheat,Kharif,41.1,27.0,1851.1,Medium,Loose Smut
Wheat,Rabi,59.2,24.1,1120.5,Low,None
Tomato,Kharif,42.6,25.0,1584.7,Medium,Late Blight
Potato,Kharif,86.6,28.8,918.9,High,Early Blight
Tomato,Rabi,81.1,19.5,1327.2,High,Late Blight
Tomato,Zaid,76.6,34.2,574.8,Medium,Fruit Borer
Cotton,Rabi,44.3,28.0,462.2,Low,None
Rice,Zaid,50.2,24.6,232.0,Low,None
Wheat,Zaid,57.6,22.0,452.3,Low,None
Soybean,Kharif,78.2,28.6,329.2,High,Rust
Soybean,Kharif,66.9,36.3,440.3,Medium,None
Rice,Kharif,84.1,31.5,1466.2,High,Bacterial Leaf Blight
Rice,Kharif,62.5,22.2,1817.2,High,Brown Spot
Tomato,Rabi,81.3,24.8,940.0,High,Early Blight
Soybean,Zaid,79.2,27.5,1923.7,High,Pod Borer
Soybean,Kharif,89.2,32.5,300.1,Medium,None
Potato,Rabi,88.8,16.0,1800.3,High,Late Blight
Soybean,Kharif,55.3,21.1,948.2,Medium,Yellow Mosaic
Potato,Rabi,93.2,16.4,1218.4,Medium,Late Blight
Potato,Zaid,46.1,37.2,1249.9,Medium,None
Cotton,Zaid,92.7,35.4,1967.8,Medium,Whitefly
Cotton,Rabi,59.3,35.4,1860.7,Low,None
Soybean,Kharif,64.0,17.3,604.1,Low,None
Soybean,Zaid,63.7,32.4,1977.6,Medium,Yellow Mosaic
Wheat,Zaid,52.7,34.0,1411.0,Low,None
Cotton,Zaid,91.2,35.1,1847.9,High,Bollworm
Wheat,Rabi,43.6,17.1,1323.9,Low,None
Soybean,Kharif,52.8,37.6,1004.0,Low,None
Rice,Kharif,81.7,28.6,1626.2,High,Brown Spot
Rice,Zaid,79.1,30.9,1552.1,High,Blast
Rice,Zaid,82.0,23.7,1165.5,High,Blast
Tomato,Zaid,64.7,16.4,414.8,Low,None
Cotton,Kharif,46.6,21.5,1583.6,Medium,Whitefly
Soybean,Rabi,94.6,29.3,287.5,High,Yellow Mosaic
Wheat,Kharif,57.0,27.0,575.0,Low,None
Rice,Kharif,91.0,28.2,1371.1,High,Blast
Tomato,Rabi,71.5,30.4,798.5,Low,None
Potato,Zaid,73.4,28.5,920.7,Medium,None
Tomato,Zaid,43.3,20.3,1459.4,Low,None
Rice,Zaid,54.2,36.0,1255.2,Low,None
Tomato,Kharif,50.3,37.2,658.8,Low,None
Wheat,Kharif,81.0,18.2,1997.2,High,Rust
Cotton,Zaid,58.5,23.3,1184.7,Low,None
Rice,Zaid,50.7,16.4,380.9,Low,None
Potato,Kharif,66.2,37.6,758.7,Low,None
Cotton,Rabi,58.2,34.8,1909.5,Low,None
Potato,Zaid,74.2,25.6,1392.7,High,Early Blight
Wheat,Kharif,90.1,26.2,1413.0,High,Powdery Mildew
Tomato,Zaid,89.8,30.5,1600.4,Medium,Early Blight
Cotton,Rabi,73.6,31.3,363.1,Low,None
Potato,Kharif,61.2,32.1,385.8,Low,None
Wheat,Rabi,88.9,19.0,411.1,Low,None
Soybean,Kharif,48.8,21.5,1697.7,Medium,Rust
Wheat,Kharif,64.0,22.6,672.1,Medium,None
Wheat,Rabi,59.5,28.4,1157.6,Low,None
Soybean,Kharif,55.5,29.6,1496.1,Medium,Pod Borer
Wheat,Zaid,60.0,28.9,1667.5,Medium,Loose Smut
Soybean,Zaid,43.2,31.8,269.6,Low,None
Tomato,Zaid,61.2,19.9,324.3,Low,None
Potato,Zaid,59.9,24.4,1937.3,Medium,Late Blight
Wheat,Rabi,83.6,33.2,1682.1,High,Loose Smut
Potato,Rabi,44.8,25.4,704.6,Low,None
Wheat,Rabi,90.7,16.3,798.8,Medium,Rust
Soybean,Kharif,72.2,21.7,344.7,Low,None
Tomato,Zaid,65.6,24.4,1250.3,Medium,Late Blight
Potato,Zaid,77.0,23.0,698.7,High,Late Blight
Soybean,Kharif,84.7,16.9,326.6,Medium,Yellow Mosaic
Soybean,Rabi,53.6,21.9,1486.0,Medium,None
Cotton,Kharif,84.3,16.9,224.8,Medium,Whitefly
Cotton,Rabi,58.5,22.0,1410.7,Low,None
Potato,Rabi,51.4,26.7,814.8,Low,None
Wheat,Rabi,67.5,16.3,1449.6,Medium,None
Soybean,Kharif,81.5,35.2,1733.1,High,Pod Borer
Wheat,Kharif,45.1,34.6,219.0,Low,None
Rice,Zaid,81.5,22.8,859.0,High,Bacterial Leaf Blight
Rice,Rabi,60.5,19.0,1038.2,Medium,Bacterial Leaf Blight
Potato,Zaid,40.3,28.1,1222.7,Low,None
Rice,Kharif,56.9,29.3,754.5,Low,None
Potato,Zaid,94.7,32.3,1740.7,High,Late Blight
Soybean,Kharif,56.9,16.3,823.9,Medium,None
Tomato,Zaid,84.0,30.7,775.5,Medium,Late Blight
Tomato,Zaid,57.0,29.8,1276.0,Medium,Late Blight
Soybean,Zaid,42.4,17.0,754.4,Low,None
Soybean,Kharif,56.3,35.8,1394.2,Medium,Rust
Tomato,Rabi,54.3,15.5,858.1,Low,None
Wheat,Zaid,60.0,31.8,1020.5,Low,None
Cotton,Zaid,57.2,25.8,465.0,Low,None
Wheat,Rabi,72.3,32.5,1230.7,Medium,Loose Smut
Wheat,Rabi,88.9,26.9,803.6,High,Rust
Wheat,Rabi,90.7,22.3,1240.7,High,Powdery Mildew
Cotton,Rabi,84.8,17.9,1177.0,Medium,None
Tomato,Rabi,45.7,25.7,1267.6,Low,None
Cotton,Kharif,66.7,33.8,1511.0,High,Whitefly
Tomato,Zaid,92.0,15.7,1456.6,High,Late Blight
Tomato,Kharif,83.8,30.2,1415.8,High,Fruit Borer
Cotton,Zaid,52.7,17.3,1877.2,Low,None
Tomato,Rabi,67.6,32.7,1841.4,Medium,Early Blight
Wheat,Rabi,40.8,27.6,588.9,Low,None
Tomato,Rabi,93.8,33.2,1142.7,Medium,Late Blight
Tomato,Rabi,69.8,21.7,1452.9,Medium,Late Blight
Tomato,Zaid,89.5,18.4,346.1,Low,None
Wheat,Kharif,72.4,15.8,1218.3,High,Loose Smut
Wheat,Zaid,43.3,17.2,1180.1,Low,None
Wheat,Rabi,61.9,36.6,612.5,Low,None
Tomato,Zaid,94.1,19.0,1608.6,Medium,Early Blight
Potato,Kharif,78.1,31.1,983.5,High,Early Blight
Rice,Zaid,75.0,20.6,1176.8,Medium,Bacterial Leaf Blight
Tomato,Zaid,65.7,24.4,1644.0,Medium,Early Blight
Rice,Kharif,46.1,29.7,316.5,Low,None
Tomato,Kharif,58.4,15.9,1722.2,Medium,None
Rice,Zaid,55.1,31.2,979.0,Low,None
Potato,Rabi,52.0,30.1,1731.2,Low,None
Rice,Rabi,92.1,21.6,906.1,Medium,Bacterial Leaf Blight
Rice,Rabi,51.6,21.3,1074.3,Low,None
Cotton,Rabi,94.0,29.9,1862.6,High,Bollworm
Wheat,Kharif,82.3,19.7,980.4,High,Powdery Mildew
Potato,Rabi,81.5,27.6,459.8,Medium,Late Blight
Potato,Kharif,91.9,29.4,1061.8,High,Late Blight
Cotton,Zaid,45.7,32.3,540.9,Low,None
Potato,Zaid,85.6,18.8,1589.8,High,Early Blight
Tomato,Zaid,52.5,18.6,656.1,Low,None
Potato,Zaid,76.9,24.5,290.4,Medium,Early Blight
Rice,Rabi,66.8,20.8,434.2,Low,None
Soybean,Zaid,45.8,35.1,240.7,Low,None
Soybean,Rabi,79.6,28.8,1839.8,High,Rust
Rice,Zaid,43.1,24.0,1384.3,Medium,Brown Spot
Soybean,Zaid,87.1,30.1,1274.2,Medium,Rust
Wheat,Zaid,90.5,29.6,868.0,High,Rust
Wheat,Zaid,93.2,28.9,1220.4,High,Powdery Mildew
Potato,Rabi,86.3,26.1,1290.4,High,Late Blight
Rice,Zaid,58.6,34.9,1239.5,Medium,None
